 &plot nbnd=   3, nks=   474 /
            0.876667  0.577350  0.000000
   -5.041   -2.799   -2.675
            0.880000  0.577350  0.000000
   -5.031   -2.790   -2.671
            0.883333  0.577350  0.000000
   -5.022   -2.782   -2.667
            0.886667  0.577350  0.000000
   -5.012   -2.774   -2.663
            0.890000  0.577350  0.000000
   -5.003   -2.765   -2.659
            0.893333  0.577350  0.000000
   -4.994   -2.757   -2.655
            0.896667  0.577350  0.000000
   -4.985   -2.748   -2.651
            0.900000  0.577350  0.000000
   -4.977   -2.740   -2.647
            0.903333  0.577350  0.000000
   -4.969   -2.732   -2.643
            0.906667  0.577350  0.000000
   -4.962   -2.723   -2.639
            0.910000  0.577350  0.000000
   -4.955   -2.715   -2.635
            0.913333  0.577350  0.000000
   -4.948   -2.707   -2.631
            0.916667  0.577350  0.000000
   -4.941   -2.699   -2.628
            0.920000  0.577350  0.000000
   -4.935   -2.691   -2.624
            0.923333  0.577350  0.000000
   -4.929   -2.683   -2.620
            0.926667  0.577350  0.000000
   -4.923   -2.675   -2.617
            0.930000  0.577350  0.000000
   -4.918   -2.668   -2.614
            0.933333  0.577350  0.000000
   -4.912   -2.661   -2.610
            0.936667  0.577350  0.000000
   -4.908   -2.653   -2.607
            0.940000  0.577350  0.000000
   -4.903   -2.647   -2.604
            0.943333  0.577350  0.000000
   -4.899   -2.640   -2.601
            0.946667  0.577350  0.000000
   -4.895   -2.633   -2.599
            0.950000  0.577350  0.000000
   -4.891   -2.627   -2.596
            0.953333  0.577350  0.000000
   -4.887   -2.621   -2.594
            0.956667  0.577350  0.000000
   -4.884   -2.616   -2.591
            0.960000  0.577350  0.000000
   -4.881   -2.611   -2.589
            0.963333  0.577350  0.000000
   -4.878   -2.606   -2.587
            0.966667  0.577350  0.000000
   -4.876   -2.601   -2.586
            0.970000  0.577350  0.000000
   -4.874   -2.597   -2.584
            0.973333  0.577350  0.000000
   -4.872   -2.594   -2.583
            0.976667  0.577350  0.000000
   -4.870   -2.590   -2.581
            0.980000  0.577350  0.000000
   -4.868   -2.587   -2.580
            0.983333  0.577350  0.000000
   -4.867   -2.585   -2.580
            0.986667  0.577350  0.000000
   -4.866   -2.583   -2.579
            0.990000  0.577350  0.000000
   -4.865   -2.581   -2.578
            0.993333  0.577350  0.000000
   -4.865   -2.580   -2.578
            0.996667  0.577350  0.000000
   -4.864   -2.579   -2.578
            1.000000  0.577350  0.000000
   -4.864   -2.578   -2.578
