 &plot nbnd=  13, nks=   474 /
  -18.373  -17.907  -11.413   -9.733  -10.085   -8.719   -7.255   -7.411   -6.264   -2.466
   -2.203   -1.586   -0.772
            0.000000  0.477232  0.000000
  -18.363  -17.905  -11.425   -9.730  -10.096   -8.725   -7.251   -7.413   -6.260   -2.458
   -2.191   -1.580   -0.767
            0.000000  0.480569  0.000000
  -18.354  -17.902  -11.437   -9.727  -10.106   -8.730   -7.246   -7.416   -6.256   -2.450
   -2.178   -1.573   -0.761
            0.000000  0.483906  0.000000
  -18.344  -17.899  -11.449   -9.724  -10.116   -8.735   -7.242   -7.418   -6.252   -2.443
   -2.166   -1.567   -0.756
            0.000000  0.487244  0.000000
  -18.336  -17.897  -11.460   -9.721  -10.126   -8.740   -7.238   -7.420   -6.248   -2.435
   -2.154   -1.562   -0.751
            0.000000  0.490581  0.000000
  -18.327  -17.894  -11.471   -9.718  -10.135   -8.745   -7.234   -7.422   -6.243   -2.428
   -2.142   -1.556   -0.746
            0.000000  0.493918  0.000000
  -18.319  -17.892  -11.481   -9.716  -10.145   -8.750   -7.230   -7.424   -6.239   -2.420
   -2.130   -1.551   -0.741
            0.000000  0.497255  0.000000
  -18.311  -17.890  -11.492   -9.713  -10.153   -8.755   -7.227   -7.425   -6.234   -2.413
   -2.119   -1.546   -0.736
            0.000000  0.500593  0.000000
  -18.303  -17.888  -11.501   -9.711  -10.162   -8.759   -7.223   -7.427   -6.230   -2.406
   -2.107   -1.541   -0.732
            0.000000  0.503930  0.000000
  -18.295  -17.886  -11.511   -9.709  -10.170   -8.763   -7.220   -7.429   -6.225   -2.400
   -2.096   -1.536   -0.728
            0.000000  0.507267  0.000000
  -18.288  -17.884  -11.520   -9.707  -10.178   -8.767   -7.217   -7.430   -6.221   -2.393
   -2.085   -1.532   -0.724
            0.000000  0.510605  0.000000
  -18.281  -17.882  -11.528   -9.705  -10.185   -8.771   -7.214   -7.432   -6.217   -2.387
   -2.074   -1.528   -0.720
            0.000000  0.513942  0.000000
  -18.275  -17.880  -11.536   -9.703  -10.192   -8.775   -7.211   -7.433   -6.212   -2.381
   -2.064   -1.524   -0.717
            0.000000  0.517279  0.000000
  -18.268  -17.878  -11.544   -9.702  -10.199   -8.778   -7.208   -7.434   -6.208   -2.375
   -2.054   -1.520   -0.713
            0.000000  0.520616  0.000000
